Pivot Field Names,Avg. Pivot Field Values
410,5.165185437
409,4.669020192
408,5.077336538
407,1.260889423
406,6.972583654
405,0.023689423
404,0
403,0
402,0
401,0
400,0
399,0
398,0
397,0
396,0
395,0
394,0
393,0.133507692
392,0.004297115
391,0.011051923
390,0.913258654
389,0.000878846
388,36.42900385
387,0.001579808
386,0.008757692
385,0.013429577
384,1.138066667
383,0.405993333
382,0.000716667
381,0
380,0
379,0
378,0
377,0.001509615
376,0.001642308
375,0
374,0
373,0
372,0
371,0
370,0
369,0
368,0.003241346
367,0.003742308
366,0.004927885
365,0.005747115
364,0
363,348.5162078
362,0.019437864
361,39.61850962
360,0.005840385
359,0.020725
358,0.002427273
357,0.001025
356,1.284265385
355,0.035288462
354,0.041586538
353,0.039234615
352,0.022288462
351,0.031519231
350,0.023369231
349,0.027030769
348,0.030448077
347,0
346,5.600722059
345,7.782777941
344,22.44988462
343,6.818742308
342,0
341,3.414610577
340,48.55767596
339,10.00976731
338,3.181793269
337,2.667505769
336,10.85537981
335,4.173675
334,0.194747115
333,6.836201923
332,3.326749038
331,0.091552427
330,0
329,0
328,0
327,0
326,0
325,0
324,14.31573558
323,5.447486538
322,0
321,2.186160577
320,0.043497115
319,8.349119231
318,3.026228846
317,0.161854808
316,5.635603846
315,0
314,0
313,0
312,0.158674038
311,0.0953375
310,0.311185577
309,0.131170192
308,0.218209615
307,0.131172115
306,0.048941346
305,0.269397115
304,0.130216505
303,0.040764078
302,0.421796117
301,0.970038835
300,0.188396117
299,0.103642718
298,0.088602913
297,"2,295.07"
296,"1,761.28"
295,351.5081437
294,549.3839078
293,398.8709375
292,0.012475
291,0.019926923
290,0.108945631
289,2.563083654
288,0.004200962
287,0.234679808
286,3.484928846
285,2.075260577
284,0
283,2.657197115
282,0.006091346
281,0.014102885
280,0.016807692
279,0.038141346
278,0.001072115
277,2.167827885
276,0
275,0.106011538
274,134.5972654
273,20.53438077
272,43.37163301
271,47.85441731
270,28.37166058
269,3.855563462
268,19.69175
267,0.068932692
266,0
265,0
264,0
263,0
262,0
261,0
260,0
259,0
258,0
257,0
256,0
255,0.398555769
254,0.013206731
253,0.034152885
252,3.044297115
251,0.002835577
250,111.0765942
249,0.004996154
248,0.026816346
247,0.071328169
246,3.807426667
245,1.323376667
244,0.002266667
243,0
242,0
241,0
240,0
239,0.004435577
238,0.004945192
237,0
236,0
235,0
234,0
233,0
232,0
231,0
230,0
229,0
228,0.018289423
227,0.020805769
226,0
225,"1,073.23"
224,0.06318932
223,122.6256577
222,0.015384615
221,0.062605769
220,0.008727273
219,0.003328846
218,3.706476923
217,0.073628846
216,0.085059615
215,0.078983654
214,0.076383654
213,0.069025
212,0.051725
211,0.060850962
210,0.104905769
209,0
208,70.87344231
207,22.69201923
206,0
205,11.36701923
204,96.33493654
203,33.04502115
202,10.90490289
201,8.389423077
200,19.57028846
199,14.73115385
198,0.637134615
197,22.30278846
196,11.82769231
195,0.342330097
194,0
193,0
192,0
191,0
190,0
189,0
188,47.04979808
187,18.12038462
186,0
185,7.123173077
184,0.146130769
183,28.08586539
182,10.2925
181,0.510317308
180,18.03701923
179,0
178,0
177,0.390913462
176,0.240698077
175,0.796745192
174,0.330044231
173,0.573563462
172,0.330038462
171,0.120839423
170,0.705952885
169,0.391912621
168,0.125728155
167,1.289320388
166,3.009708738
165,0.381271845
164,0.208368932
163,0.186300971
162,"4,653.23"
161,"3,753.94"
160,750.3980583
159,"1,172.31"
158,"1,237.80"
157,0.0392625
156,0.058727885
155,0.395631068
154,7.728674038
153,0.012686538
152,0.793279808
151,11.44438462
150,6.666961538
149,0
148,8.077825962
147,0.018227885
146,0.051449038
145,0.059253846
144,0.111193269
143,0.003959615
142,6.437019231
141,0
140,0.318385577
139,412.0683433
138,59.79421923
137,128.5592233
136,140.4740385
135,112.0576923
134,39.05027981
133,"1,005.70"
132,2.318617308
131,0.997959615
130,0.768690385
129,-0.082641346
128,3.223855769
127,0.610475
126,2.802913462
125,1.096980769
124,15.83480769
123,15.85894231
122,3.633509615
121,15.82807692
120,6.3014125
119,0.970965385
118,0.597722115
117,58.21935
116,0.986670192
115,739.371951
114,0.000551923
113,0.945484615
112,0.464292958
111,230.8219833
110,101.74248
109,0.97975
108,-0.010559615
107,-0.006756731
106,0.000217308
105,-0.000492308
104,-0.000138462
103,-0.008052885
102,-0.009071154
101,-2.79E-05
100,6.54E-05
99,0.012444231
98,-0.051220192
97,0
96,0.009260577
95,8.37E-05
94,-3.08E-05
93,-0.000189423
92,0.000406731
91,0.005509615
90,"8,748.62"
89,0.194646602
88,"1,813.21"
87,0.980954808
86,2.405367308
85,0.111445455
84,0.132948077
83,7.404669231
82,0.004315385
81,-0.019658654
80,-0.024204808
79,0.010089423
78,-0.0213875
77,-0.006409615
76,-0.036268269
75,-0.004585577
74,0
73,466.8211
72,150.833025
71,104.0874212
70,617.2449288
69,1
68,146.611226
67,62.20732981
66,704.9710125
65,28.59229615
64,21.96756827
63,15.58572981
62,115.8883798
61,10.43593942
60,354.7453269
59,8.515123077
58,4.611205825
57,0.948906796
56,0.93048835
55,"2,855.30"
54,4.84168932
53,4.594368932
52,0
51,158.7922433
50,631.7625269
49,1
48,139.7133356
47,1.197976923
46,733.2434144
45,136.9886433
44,10.01595769
43,355.0605433
42,70
41,3.374849038
40,63.27060577
39,118.6651481
38,86.92465865
37,66.26838654
36,49.40612885
35,64.43727308
34,50.59387981
33,9.3681875
32,85.73346442
31,3.573929126
30,0.188797087
29,2.392662136
28,68.10140583
27,6.501140777
26,1.8803
25,1.1794
24,-499.5396408
23,"-3,739.08"
22,"2,617.34"
21,"-5,362.27"
20,1.406513462
19,12.50613204
18,189.9551308
17,0.971005769
16,9.928818269
15,412.8999654
14,8.282810577
13,0
12,199.8839577
11,0.962830769
10,0.001318269
9,-0.002607692
8,1.470619231
7,0.122256731
6,101.4909721
5,100
4,1.303404808
3,"1,355.78"
2,"2,200.44"
1,"2,495.06"
0,"3,007.53"
